Tweet,Offensive
@M84013857 @marteimer Dann wird es Zeit das sich das ändert!,OTHER
"@hanvoi Das ewige Spiel, der Versuch der personifizierung des kapitalistischen normalzustands!",OTHER
@JeanneRaffut @kattascha Weil das Land Deutschland heißt!?!?,OTHER
@hassanhadjali Hör dir das an! Unglaublich wichtig!,OTHER
"@hassanhadjali Ne und die verschwöhrungsottos der roten Fahne brauch ich och nicht ... Die geflüchteten kommen weil die Amis und blabla |LBR| Das reicht nicht, eher das Gegenteil! |LBR| Sorry!",OTHER
@hassanhadjali Wir kommen nicht aufn Punkt... |LBR| Lassen wir's... |LBR| Finde aber gut dass du diskursbereit bist... |LBR| Wahrscheinlich gibt es Punkte wo wir uns treffen und andere sind wie aus 2 Welten... |LBR| Immer schön kritisch bleiben... |LBR| Tschüß!,OTHER
"@hassanhadjali Natürlich gibt es das, aber es ist kein wert an sich .. Wenn ich so etwas absolut setze ist die Kritik tot und somit jede Emanzipation ...",OTHER
"@hassanhadjali \""""Migration\""ist die Geschichte der Menschheit ...",OTHER
"@hassanhadjali Dann sind wir uns da ja Ei ignoriere, deswegen die \""""\""bei kommunistisch .. |LBR| Held der Arbeit stammt aus der DDR .. nenn ich arbeitsfetisch!",OTHER
"@hassanhadjali Du nennst es ein recht sein Leben in d Produktion zu vergeuden .. langsam vor d Hunde zu gehen .. schau dir d armen proletarischen Schweine an .. arbeiten für den Tod .. ob für den sozialistischen staat o das kapital ... d hat nichts, gar nichts mit radikalem Humanismus zu tun!",OFFENSE
"@hassanhadjali Die sozis können mir fern bleiben ... Nochmal, Paul sprach vom 3 Stunden Arbeitstag um der sozialdemokratischen/\""""kommunistischen\""(eigentlich calvinistischen) geilheit auf Arbeit was entgegenzusetzen!",OFFENSE
"@hassanhadjali Ich diene niemanden, weder einem imaginierten \""""volk\""oder sonst jemandem, obwohl das im Kapitalismus wunschvorstellungen sind .. |LBR| Linke \""""schwäche\""""? Ok, aber du schreibst als würdest du personifizierte Schwäche, also \""""schwache\"""" Menschen verurteilen!",OTHER
"@SonjaAblinger @conligit Immerhin ist sie ehrlich und erzählt Fakt statt Märchen, den um mehr geht es nicht, das generieren von humanKapital!",OTHER
"@hassanhadjali Prokrastination: |LBR| \""""Betroffene leiden meist dauerhaft darunter, berichten teilweise, bereits zu Schulzeiten Probleme gehabt zu haben, und erleben dies auch in ihrem späteren Berufs- und Privatleben.\""|LBR| ableistisch auch noch? Schadet volkskörper wa ... ich will noch mehr kotzen!",OFFENSE
"@hassanhadjali Nein das kropotkin sich im Grab umdreht ... |LBR| Aber Schwäche ist für dich auch etwas verächtliches? |LBR| Ich glaub ne linke is nichts für dich, FDP oder so, wohl eher dein Ding, ach ne du willst ja fürs \""""volk\""arbeiten, dann besser AFD ...",OTHER
"@hassanhadjali Nur um das klar zu stellen, recht auf Faulheit ist eine gezielte Provokation gegen das Recht auf Arbeit ... das Papier dazu hing bei Lenin im \""""büro\""und trotzdem hielt er eine Rede an seiner beisetzung...",OTHER
@hassanhadjali Du scheinst im leistungsprinziep voll aufzugehen ...,OTHER
@hassanhadjali Dienst fürs Volk ich glaub ich muss kotzen!,OFFENSE
"@welt @samelou Ganz unter dem Motto... |LBR| Eure Armut kotzt mich an ... |LBR| Scheiß sozial chauvinisten, scheiß menschenfeinden!",OFFENSE
"@DanielDOrville2 wieso folgst du mir? Ich lese in vielen deinen Tweets Beschimpfungen und wenig diskursbereitschaft, oder lese ich falsch?",OTHER
@hassanhadjali Woher eigentlich die steile These?,OTHER
"@Germanseries @faznet sorry diese verharmlosung rassistischer und in diesem fall tödlicher gewalt, geht zu weit, ich hoffe sie eignen sich wissen an und werden kritischer, ich werde sie nun stumm schalten ...",OTHER
"@Germanseries @faznet Danke das sie meine Meinung kennen. |LBR| Herrschaft lehne ich prinzipiell ab, sorry! |LBR| Im übrigen schrieb ich gleich zu Anfang, Gewalt darf nie zum Fetisch werden, ich stehe Gewalt immer skeptisch bis ablehnende gegenüber. meine utopie ist gewaltfrei!",OTHER
"@Germanseries @faznet wo habe ich verteidigt das auf polizisten eingestochen wird? |LBR| wo verteidige ich die zerstörung von menschen in armut? |LBR| was ist los mit ihnen, haben sie zuviel gewaltphantasien?",OTHER
"@Germanseries @faznet wo schreibe ich so etwas, sie interpretieren, gehen nie auf meine artikel ein die ich ihnen schicke, sie erzählen ihre geschichte ... |LBR| \""""Die Herrschende Meinung ist die Meinung der Herrschenden\""",OTHER
@Germanseries @faznet es gab nachweislich keine mollys!,OTHER
"@Germanseries @faznet Der NSU im übrigen, ermordete Menschen weil sie nicht in ihr menschenfeindlichen Weltbild passten! Kein brennendes Auto, nicht ein geplünderter Laden oder ein fliegender Stein gegen eine hochgerüstete Staatsmacht darf und kann damit verglichen werden!",OTHER
"@Germanseries @faznet nein, sicher gab es gezielte aktionen, wie viele videos zeigen ... |LBR| es gab auch viele falsche aktionen, allerdings muss dies jeder für sich klären was seine oder ihre mittel sind, und ganz wichtig, sich danach der kritik stellen! |LBR| Die Bullen, lassen wir das, da werd ich wütend!",OFFENSE
@Germanseries @faznet Wer plündert eigentlich kleine Läden?,OTHER
"@Germanseries @faznet Wenn du meinst ... |LBR| Doch dein Begriff vom Terror, naja .... |LBR| Machs gut!",OTHER
"@Germanseries @faznet Ähm, Frage, \""""Gewalt zu Durchsetzung einer parlamentarischen Demokratie\""(wie um 1945 geschehen) ist ebenso Feind dieser? |LBR| passt nicht ganz, wahrscheinlich nur verschrieben oder?",OTHER
"@Germanseries @faznet Die parlamentarische Demokratie gibt es nicht wegen Deutschland, sondern trotz Deutschland! Und für mich als radikaler Demokrat, ja, ist die parlamentarische Demokratie nicht das Ende der Geschichte!",OFFENSE
"@Germanseries @faznet Und ganz wichig: Gewalt darf nie zum Fetisch verkommen! |LBR| Doch ich erinnere nur an die rote Armee und den Rest der Alliierten, Gewalt kann Mittel sein, in diesem speziellen Fall sogar ein zwingendes! ....",OTHER
"@Germanseries @faznet Wer ist \""""Eure\"""", wer ist \""""ihr\""""? |LBR| Von welcher Gewalt gehst du aus, was nennst du Gewalt? |LBR| Wer wird erpresst, du bist sehr pauschal und vag! |LBR| Sicher bin ich Spiegel von der Gesellschaft, ich reproduziere diese ebenso, deshalb muss kritisches Bewußtsein immer wieder geschärft werden.",OTHER
"@faznet @PhilipPlickert Unter diesem Tweet kann der Deutsche wieder seine Rassismus freien Lauf lassen! |LBR| Kein Bewusstsein vom Kapitalismus, alles personalisieren anstatt systematiken zu analysieren!",OFFENSE
"»Damit erweckt er den falschen und fatalen Eindruck, Polizeieinsätze könnten politisch beeinflusst sein.« |LBR| Nein natürlich, die #Kettenhunde des Kapitals sind absolut unpolitisch ... |LBR| #Police nationale, police de la #capitale!",OFFENSE
"»Wir setzen die Regeln des Staates durch und haben keine Angst davor, dass Menschen mit Gewalttätigkeiten drohen« |LBR| na dann Herr Geisel, lassen sie ihren Worten Taten folgen -&gt; |LBR| #Bullen raus aus der #Rigaer",OFFENSE
"»Und das - was ich eine besondere Sauerei finde - trotz Anwesenheit des Staatsanwalts.« |LBR| Jaja, die Unabhängigkeit des Staatsanwalts, muss gegen und für den mutmaßlichen \""""Täter\""ermitteln, tja, wie gesagt bei #Krieg gibts kein #Rechtsstaat",OFFENSE
"»Die Polizei hat offenbar noch nicht gelernt, dass es ein rechstaatliches Prinzip ist, dass der Verteidiger bei einer Durchsuchung dabei sein darf« |LBR| hat der Anwalt nicht verstanden, wenn #Krieg gegen den #Terror dann nix #Rechtsstaat",OTHER
@jutta_ditfurth geht mir jeden Tag so ...,OTHER
Egal welche #Regierung .... #Staat - #Nation - #Kapital = #Scheiße! |LBR| #Solidarität mit allen Betroffenen in der #Rigaer ....,OFFENSE
@taz_oeko @tazgezwitscher Das nennt sich Kapitalismus ... Was soll dieses ständige moralisieren .... nehmt die Realität an und seid dann Willens sie zu änder!,OTHER
@Ski3989 @machiavellipod @Hiphopde @COSMO__ARD @ProfSalzborn @Afelia @WDR_Presse @JuedischeOnline @kollegah @BS_AnneFrank @Report_Antisem @antisemitism @tagesthemen Unter der Hamas würde ich nicht leben wollen!,OTHER
@ZDFheute Abschiebung ist Folter! |LBR| Abschiebung ist Mord!,OTHER
@FabianEberhard Nationalismus raus aus den Köpfen!,OTHER
@ZhangDanhong @wortgourmande Wenn die Unterstützung von Menschen in Not zur Logistik verkommt .... ja dann steht Mensch sehr weit rechts!,OTHER
@machiavellipod @Hiphopde @COSMO__ARD @ProfSalzborn @Afelia @WDR_Presse @JuedischeOnline @kollegah @BS_AnneFrank @Report_Antisem @antisemitism @tagesthemen wurde ihm im interview widersprochen oder wurde es einfach angenommen?,OTHER
"@RChiflada @sis_teract @dlfkultur Guter Punkt, aber es bleibt ein Fortschritt!",OTHER
"@denis_moritz @MonikaHerrmann1 @Harald_Georgii Falsch, zu Viel teure sind, naja das Wort krank zu nutzen ist schon falsch, aber gut, krank! Warum Menschen die mehr Cash als \""""normal\""haben, viel für Miete ausgeben müssen und somit ganze Kieze zerstören, konnte mir noch niemand erklären! Wohnen ist grundbedürfnis!",OTHER
"@GJDueren bah, so deutsch! das ganze jahr nen stock im arsch und dann einmal \""""mensch\""(versuchen zu) sein!",OFFENSE
Und jetzt is er fertig!,OTHER
acht doch alles keinen Sinn ... Ich Koch mir jetzt nen Milchreis!,OTHER
"@SabineNuss @ndaktuell Hinter dem grinsen steht der rechts- konservative \""""flügel\""aus Süddeutschland! |LBR| @MonikaHerrmann1 @LieblingXhain",OTHER
"@susannewiest @grazynagintner @larsklingbeil Aber für die #spd ist das ein Schritt .... |LBR| Die Frage ist, was haben die Menschen davon, die nicht arbeiten können oder könnten, aus welchen Gründen auch immer, weiter Grundsicherung und gängelung? |LBR| Im übrigen, die Krise heißt weiter Kapitalismus!",OTHER
"@MonikaHerrmann1 Und, Juden und Muslime, sowie andere Religiöse haben Anspruch an ihren jeweiligen \""""feiertagen\""Urlaub zu nehmen!",OTHER
"@MonikaHerrmann1 |LBR| Vorschlag, Aufhebung aller christlichen \""""#feiertage\""(6), diese zum gesetzlichen urlaubsanspruch addieren = 30, \""""arbeitnehmer\"""" können aber, wenn gewünscht, ihren Urlaub an diesen Tagen weiter nehmen.Neu,Zusätzlich zum #1mai, den 8 Mai, 8 März und den 9 November!",OTHER
"@Der_Neponip @Pinky_pcww \""""Ob friedlich oder militant, wichtig ist der Widerstand!\""",OFFENSE
"\""""Wie in der Fleischbrühe, so in der Gesellschaft , Abschaum schwimmt oben!\""",OFFENSE
@IceapeN Weil sie immer schön richtig ist!,OTHER
"@brainvisualizer So sind die deutschen, wurden nur abkommandiert und haben nur ihren \""""job\""gemacht ... ekelhaft, wenn mensch es nicht einmal an so einem tag versteht!",OFFENSE
"@werdasliestist Die gedenkdemo war eine starke und klare Demo gegen Antisemitismus, sehr gut!",OTHER
@ScheiWerbung @MichelOutlaw96 Eure Dummheit stinkt zum Himmel!,OFFENSE
"@werdasliestist Es braucht beides, aber ja, die militanz die du ansprichst ist gerade nicht drin ... ob friedlich oder militant, wichtig ist der Widerstand!",OFFENSE
@faznet ihr seid so scheiße deutsch ... nie wieder! #b0911,OFFENSE
@SchwarzePalmen Bullen bleiben Bullen... autoritäres Pack... heute wie gestern!,OFFENSE
@Tagesspiegel Es lebe das Gedenken an sie #Shoa!,OTHER
"@JoachimRock @Paritaet Mindestens und maxirente ... alle in einen Topf, kein Cent der Beiträge oder Steuern mehr zur Unterstützung von privatversicherungen ... Wer drüber über maxi ist bekommt noch, dann läuft es aus, mindest 1500 für jeden, ohne Bedingungen, ab 65, spätestens!",OTHER
"@Herzmolekuel Würde ich, aber, wichtig bleibt: |LBR| \""""#Religionskritik stellt Religiosität und Religionen, ihre Glaubensaussagen, Konzepte, Institutionen und Erscheinungsformen rational beziehungsweise moralisch-ethisch in Frage. Sie begleitet die Religionen durch ihre ganze Geschichte.\""",OTHER
"@Kathari30070537 @derfreitag Geben Sie was ab? Wenn nein, nenn sie nicht Freunde!",OTHER
@Kontrast_at Hinter dem Kapital steht der Faschismus!,OFFENSE
"@winterfruitloop Nein, da hast du was grundsätzlich falsch verstanden, Gewalt kann Mittel zum Zweck gegen Gewalt sein, sie darf aber nie Selbstzweck oder gar Fetisch sein!",OTHER
"@winterfruitloop Ein solides fuck, entspricht nicht im entferntesten einem verbalen Rassismus, welcher in seiner materiellen Realität täglich tötetet, fuck ist eher bei weitem zu nett!",OFFENSE
"Bei Friedrich #Merz ist klar in wessen Interesse er #Politik macht, im Interesse des #Kapital, doch, für wessen Interesse macht die @spdbt Politik, richtig, auch fürs Kapital, doch wie Wähler weiß, wählt dieser immer das Original!",OTHER
@VeronikaHarz |LBR| Warum retweeten sie Antisemiten? ---&gt; @ PrimoSantoro,OTHER
@PrimoSantoro @VeronikaHarz @BaerbelKofler @AuswaertigesAmt @RegSprecher was sehen wir dort? ich werde nicht schlau daraus.,OTHER
"@ZDFheute @ZDF Niemand muss auf Rassisten zu gehen, was dann passiert zeigt der Aufstieg der \""""neuen\""Rechten und der AFD! Haltung und eindeutiges antirassistisched Argumentieren für Demokratie und Humanismus!",OTHER
"@M4rcus_Fuchs @tagesschau @moetant36 Genau, endlich jemand mit Durchblick!",OTHER
"@_nasir_ahmad_ @wendeiki Klassisch, der #Nazi weiß von nichts, heute wie gestern, so beschissen deutsch!",OFFENSE
@HamidiLaila1 @wendeiki Die neue @konkretmagazin hätte in der aktuellen Ausgabe gute Artikel zum Thema!,OTHER
@tagesschau @moetant36 Ist ja nur Wetter und nicht Klima!,OTHER
"@_verdi @annalist Wenn ihr 50 Jahre Befreiung von der #Lohnarbeit feiert, bin ich dabei, ich back euch ne Tarte!",OTHER
@AJCBerlin @DaliaGrinfeld Es braucht #IdeologieKritik und zwar nicht zu knapp!,OTHER
"@AJCBerlin @DaliaGrinfeld Wie ähnlich sie sich doch sind, die \""""neue\""#Rechte und die #Islamisten ... |LBR| Gegen jeden #Antisemitismus ... am #B0911 in #Berlin auf die Straße gegen die \""""neuen\"""" #Nazis! |LBR| #AntiFa #AntiRa",OTHER
"@l8mal @JFDA_eV @ProfSalzborn @AmadeuAntonio Der Staat wird als Vorwand genutzt, ich glaube ich habe Ihnen genügend Links geschickt, bin raus, schönen Abend!",OTHER
"@l8mal @JFDA_eV Diese widerspricht in keinster weise @ProfSalzborn oder der @AmadeuAntonio ... |LBR| sie ist nur sehr kurz gefasst, in der Wissenschaft geht Mensch tiefer, was klar sein sollte!",OTHER
"@l8mal @JFDA_eV @ProfSalzborn und der @AmadeuAntonio \""""Gefühl\""vorzuwerfen, harte Stück! |LBR| Aber bitte geben sie mir doch Quellen zu Ihren \""""Definitionen\""""!",OTHER
"@l8mal @JFDA_eV setzen sie sich mit den wissenschaftlichen standarts auseinander, hierzu habe ich Ihnen Materiel gegeben, lesen sie es und werden sie schlauer ...",OTHER
"@DiePARTEIBerlin @MonikaHerrmann1 @SPD_BVVXhain Die AFD ist viel zu stark, da muss sich was ändern liebe Nachbarn!",OTHER
"@sarahbosetti Rechter #Feminismus\""""! |LBR| Euer \""""#Frauenmarsch\""ist für den Arsch! |LBR| Feminismus geht nur antirassistisch! |LBR| #AntiFa #AntiRa",OFFENSE
"@Tagesspiegel @paul_starzmann Alles was Schröder sagt, ist der Grund für die 13%!",OTHER
#Zehlendorf Straße Am Schlachtensee - 2 #afd #graffiti in #HerthaBSC Flaggen gesprüht! |LBR| Vieleicht hat wer bisschen blau über oder einfach och was anderes drüber! |LBR| #dankeantifa,OTHER
"@reticularis @ErikMarquardt Ja eben scheiß #Humanismus, lass mal mehr dosenpfand machen, kannst dich ja aufhängen, ich mein du bist ja mehr auf Umwelt als Mensch, wenn du weg bist, weniger co2 und so, wa, super Idee oder?",OFFENSE
"@hanvoi Stimmt, da ich mich als linksradikalen verstehe, möchte ich nicht mit der SPD und ihrem realen handeln in einem atemzug genannt werden!",OTHER
@MalcolmMusic @jreichelt @ndm Keine Ahnung von Rassismus dieser Mensch ...,OTHER
@PETADeutschland Was für eine scheiße ...,OFFENSE
"@HeikoMaas Dann stoppt alle waffenexporte,reduziert d Bundeswehr auf ein Minimum (nen the draus machen wär noch besser),alle deutschen Soldaten raus aus alles Ländern.Unterstützt humanistische Organisationen und gut ist!Diese lügen habe ich satt,wenn das Kapital schreit dann bombt ihr auch!",OTHER
"@rbbabendschau Kunst, danke das ihr unsere Stadt bunter macht!",OTHER
@RambaZamba161 Am #b0911 auf die Straße ... gegen jeden #Antisemitismus!,OTHER
@tazgezwitscher Solidarität ist und bleibt eine Waffe....,OTHER
"@kartoffelcore @Sternenrot Diese \""""Linken\"""", gut dann weiß ich jetzt mehr über diese \""""Linken\""""!",OTHER
"@wewatzen @heuteshow Asyl hat nichts mit Dankbarkeit zu tun, es war Grundrecht (bis in die 90iger), im übrigen als Ergebnis von nazi-deutschland und es war richtig (und ist). Ich werde niemals diesem nationalistischen, rassistischen Konsens zu stimmen, erst die \""""Kriminellen \""und wer kommt dann?",OTHER
Würde gerne einkaufen aber bedchissene Nachbarn gammeln vor der Tür und ich werde nen Teufel tun den Figger hallo zu sagen,OFFENSE
"@allesevolution Die Genügsamkeit ohne Hintergedanken im Bibelvers, gibt es nicht. Nur ein geplantes Schauspiel, dass allein dem eigenen Nutzen dient",OTHER
"@allesevolution Und damit fällt dann auch der Vergleichit dem Vers. Der Mann bei der Hochzeit fühlt sich nicht berechtigt, aufzurücken. Bleibt er am niederen Tischende sitzen, ist man dem Konflikt entgangen und froh, wird man aufgerückt, ist man noch glücklicher aber es muss nicht sein",OTHER
"Jetzt daheim. Vielen Dank an den Hurentisch 30, der noch eineinhalb Stunden nach Ladenschluss fröhlich Caipirinas bestellt hat.",OFFENSE
"Bin ich eigentlich der einzige, der Toffifee symmetrisch aus der Packung essen muss?",OTHER
Gestern nacht en halbes Brot gegessen jetz guck ich in die Tüte und alles is voller Schimmel ja top,OTHER
"Geh kacken, spühl ab, geh zum pc, geh zurück, kack nochmal... war das nich letztens schon?",OFFENSE
@QueenSolaphea JA ABER DAS SAGT DOCH NICH OB DER NEN MENSCHENSCHWANZ ODER HÜHNERKLOAKE HAT DU DRECKSHAUFEN,OFFENSE
@QueenSolaphea Cock oder Kloake? Das ist hier die Frage,OFFENSE
"@ZwiebelMettchen Osmo sitzt wahrscheinlich wieder bei Freunden, die nicht nein sagen können wenn Hanner den Spast für ein verlängertes Wochenende abgeben weil sie so Mitleid haben. Übrigens schön dass sie direkt Fotos der Bauerncocks macht. I see what you did there, Hanner",OFFENSE
"@grknzrstrr Alda, da had er das jabanische Bad einfach mal dem Kinkaku ji nachempfunden. Drache hat wohl doch was drauf. Lel",OTHER
Hab super Kopfweh. Nehm ne Schmerztablette von der op. Merk nixmehr. Außer das Kopfweh. Top,OTHER
"@ShirotaniArt Die deutsche Synchro ist in 90% einfach perfekt und die restlichen 10% fallen auf einzelne Sätze von \""""Statisten\"""". Die Stimmen passen unglaublich gut, Kataras und Tophs Sprecher sind Bae und Zuko klingt nicht als hätte ihn sein Vater zur Narbe auchnoch kastriert",OFFENSE
"In ner viertel Stunde is Uni. Ich lieh im Bett, komm wieder zu spät. Wird sich nie was dran ändern",OTHER
Trefft mich wie ich norwegische Nationalhymne sing um Staatsbürgerschaft zu bekommen,OTHER
@QueenSolaphea Dem der ne Bomb anzündet bekommt hoffentlich mindestens einen Finger weggesprengt. Gild für alle von 14-149,OFFENSE
Fickt doch eure dummen Feuerwerke ihr dürft genau 15 Minuten nach Mitternacht schießen danach wird so hart die Polizei gecalled das hat die Welt noch nciht erlebt ihr Schweine,OFFENSE
"Schreib ne Email an den Kursleiter um mich anzumelden |LBR| Eine Woche kommt nix |LBR| Email kommt: |LBR| \""""Wir haben bis 08.01 eine kurze Pause, guten Rutsch\""|LBR| Damit ist die Anmeldezeit dann vorbei. Topi",OTHER
"@allesevolution \""""Gleichzeitig muss der Mann ja überhaupt nicht arbeiten und wird hauptsächlich von seinen Privilegien bezahlt, wärend Frauen mehr Arbeiten und trotzdem weniger bekommen. Verdammtes Patriarchat, bin ich jetzt stärker oder Opfer in der Gesellschaft?\""",OFFENSE
